volcano,volcanoLabel,elevation,country,countryLabel,coord,mountainRange,mountainRangeLabel
http://www.wikidata.org/entity/Q499164,Гора Аскрийская,18225,,,<http://www.wikidata.org/entity/Q111> Point(255.92 11.92),,
http://www.wikidata.org/entity/Q2065108,Mount Tehama,9239,http://www.wikidata.org/entity/Q30,США,Point(-121.559427777 40.445436111),http://www.wikidata.org/entity/Q27966614,California Cascades
http://www.wikidata.org/entity/Q3467801,Hayes Volcano,9147,http://www.wikidata.org/entity/Q30,США,Point(-152.411 61.6403),http://www.wikidata.org/entity/Q828541,Tordrillo Mountains
http://www.wikidata.org/entity/Q12763846,Cerro Nicholson,8282,http://www.wikidata.org/entity/Q419,Перу,Point(-71.73 -16.260556),,
http://www.wikidata.org/entity/Q955807,Isanotski Peaks,8106,http://www.wikidata.org/entity/Q30,США,Point(-163.729 54.7686),http://www.wikidata.org/entity/Q678687,Алеутский хребет
http://www.wikidata.org/entity/Q8553599,Medicine Lake Volcano,7921,http://www.wikidata.org/entity/Q30,США,Point(-121.599530555 41.582525),http://www.wikidata.org/entity/Q27966614,California Cascades
http://www.wikidata.org/entity/Q3467797,Mount Denison,7606,http://www.wikidata.org/entity/Q30,США,Point(-154.45077896 58.417331),http://www.wikidata.org/entity/Q678687,Алеутский хребет
http://www.wikidata.org/entity/Q3467894,Mount Steller,7454,http://www.wikidata.org/entity/Q30,США,Point(-154.391 58.4297),http://www.wikidata.org/entity/Q678687,Алеутский хребет
http://www.wikidata.org/entity/Q7548743,Snowy Mountain,7093,http://www.wikidata.org/entity/Q30,США,Point(-154.682 58.336),,
http://www.wikidata.org/entity/Q7155958,Pavlof Sister,7027,http://www.wikidata.org/entity/Q30,США,Point(-161.854 55.4575),http://www.wikidata.org/entity/Q678687,Алеутский хребет
http://www.wikidata.org/entity/Q7395365,S P Crater,7021,http://www.wikidata.org/entity/Q30,США,Point(-111.629322222 35.582225),,
http://www.wikidata.org/entity/Q1058950,Фопикд,6903,http://www.wikidata.org/entity/Q30,США,Point(-153.671944444 58.77),http://www.wikidata.org/entity/Q678687,Алеутский хребет
http://www.wikidata.org/entity/Q5299483,Dotsero,6783,http://www.wikidata.org/entity/Q30,США,Point(-107.035 39.6606),,
http://www.wikidata.org/entity/Q214916,Льюльяйльяко,6723,http://www.wikidata.org/entity/Q298,Чили,Point(-68.536666666 -24.719722222),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q214916,Льюльяйльяко,6723,http://www.wikidata.org/entity/Q414,Аргентина,Point(-68.536666666 -24.719722222),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q3467803,Mount Kukak,6703,http://www.wikidata.org/entity/Q30,США,Point(-154.35735226 58.452368),http://www.wikidata.org/entity/Q678687,Алеутский хребет
http://www.wikidata.org/entity/Q422807,Типас,6658,http://www.wikidata.org/entity/Q414,Аргентина,Point(-68.55 -27.2),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q28827904,Nevado Tres Cruces Central,6629,http://www.wikidata.org/entity/Q298,Чили,Point(-68.786472222 -27.068638888),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q1478849,Инкауаси,6621,http://www.wikidata.org/entity/Q298,Чили,Point(-68.3 -27.033333333),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q1478849,Инкауаси,6621,http://www.wikidata.org/entity/Q414,Аргентина,Point(-68.3 -27.033333333),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q1324394,Серро-Эль-Муэрто,6542,http://www.wikidata.org/entity/Q298,Чили,Point(-68.483888888 -27.0575),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q1324394,Серро-Эль-Муэрто,6542,http://www.wikidata.org/entity/Q414,Аргентина,Point(-68.483888888 -27.0575),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q3468036,Pogromni Volcano,6531,http://www.wikidata.org/entity/Q30,США,Point(-164.698 54.5689),http://www.wikidata.org/entity/Q678687,Алеутский хребет
http://www.wikidata.org/entity/Q2868734,Ata volcano,6501,http://www.wikidata.org/entity/Q298,Чили,Point(-68.5762 -27.1819),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q2868734,Ata volcano,6501,http://www.wikidata.org/entity/Q414,Аргентина,Point(-68.5762 -27.1819),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q5065021,Cerro del Nacimiento,6436,http://www.wikidata.org/entity/Q414,Аргентина,Point(-68.5247 -27.2783),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q5065021,Cerro del Nacimiento,6436,http://www.wikidata.org/entity/Q414,Аргентина,Point(-68.5125 -27.280555555),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q5065021,Cerro del Nacimiento,6436,http://www.wikidata.org/entity/Q414,Аргентина,Point(-68.561 -27.1957),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q312866,Антофалья,6409,http://www.wikidata.org/entity/Q414,Аргентина,Point(-67.880833333 -25.5625),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q255010,Паринакота,6348,http://www.wikidata.org/entity/Q298,Чили,Point(-69.141611111 -18.165752777),http://www.wikidata.org/entity/Q1132259,Западная Кордильера Анд
http://www.wikidata.org/entity/Q255010,Паринакота,6348,http://www.wikidata.org/entity/Q750,Боливия,Point(-69.141611111 -18.165752777),http://www.wikidata.org/entity/Q1132259,Западная Кордильера Анд
http://www.wikidata.org/entity/Q422737,Померапе,6282,http://www.wikidata.org/entity/Q298,Чили,Point(-69.126719444 -18.126275),http://www.wikidata.org/entity/Q1132259,Западная Кордильера Анд
http://www.wikidata.org/entity/Q422737,Померапе,6282,http://www.wikidata.org/entity/Q750,Боливия,Point(-69.126719444 -18.126275),http://www.wikidata.org/entity/Q1132259,Западная Кордильера Анд
http://www.wikidata.org/entity/Q2622322,Волкан-де-лос-Патос,6239,http://www.wikidata.org/entity/Q298,Чили,Point(-68.808888888 -27.301111111),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q2622322,Волкан-де-лос-Патос,6239,http://www.wikidata.org/entity/Q414,Аргентина,Point(-68.808888888 -27.301111111),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q3116451,Пулар (вулкан),6233,http://www.wikidata.org/entity/Q298,Чили,Point(-68.0665 -24.2005),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q577482,Серро-Соло,6190,http://www.wikidata.org/entity/Q298,Чили,Point(-68.716666666 -27.108333333),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q577482,Серро-Соло,6190,http://www.wikidata.org/entity/Q414,Аргентина,Point(-68.716666666 -27.108333333),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q758574,Ауканкильча,6176,http://www.wikidata.org/entity/Q298,Чили,Point(-68.468333333 -21.220833333),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q5351239,El Ermitaño,6146,http://www.wikidata.org/entity/Q298,Чили,Point(-68.603333333 -26.786944444),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q2742687,Сан-Педро,6145,http://www.wikidata.org/entity/Q298,Чили,Point(-68.391388888 -21.887777777),http://www.wikidata.org/entity/Q1132259,Западная Кордильера Анд
http://www.wikidata.org/entity/Q1535333,Мармолехо,6108,http://www.wikidata.org/entity/Q298,Чили,Point(-69.864514 -33.717129),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q1535333,Мармолехо,6108,http://www.wikidata.org/entity/Q414,Аргентина,Point(-69.864514 -33.717129),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q7415041,San Pablo,6092,http://www.wikidata.org/entity/Q298,Чили,Point(-68.3425 -21.883888888),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q312862,Аракар,6082,http://www.wikidata.org/entity/Q414,Аргентина,Point(-67.7833 -24.29),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q252081,Гуальятири,6071,http://www.wikidata.org/entity/Q298,Чили,Point(-69.089722222 -18.423611111),http://www.wikidata.org/entity/Q1132259,Западная Кордильера Анд
http://www.wikidata.org/entity/Q422765,Сокомпа,6051,http://www.wikidata.org/entity/Q298,Чили,Point(-68.256111111 -24.393333333),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q422765,Сокомпа,6051,http://www.wikidata.org/entity/Q414,Аргентина,Point(-68.256111111 -24.393333333),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q337644,Акамарачи,6046,http://www.wikidata.org/entity/Q298,Чили,Point(-67.617222222 -23.295833333),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q337644,Акамарачи,6023,http://www.wikidata.org/entity/Q298,Чили,Point(-67.617222222 -23.295833333),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q7128689,Palpana,6023,http://www.wikidata.org/entity/Q298,Чили,Point(-68.5225 -21.546666666),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q7128689,Palpana,6023,http://www.wikidata.org/entity/Q298,Чили,Point(-68.5227 -21.5464),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q2895004,Salín,6022,http://www.wikidata.org/entity/Q414,Аргентина,Point(-68.0639 -24.3317),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q1769276,Невадо-Сан-Франциско,6016,http://www.wikidata.org/entity/Q298,Чили,Point(-68.263055555 -26.918333333),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q1769276,Невадо-Сан-Франциско,6016,http://www.wikidata.org/entity/Q414,Аргентина,Point(-68.263055555 -26.918333333),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q1552026,Такора,5988,http://www.wikidata.org/entity/Q298,Чили,Point(-69.766666666 -17.716666666),http://www.wikidata.org/entity/Q8463325,Cordillera Occidental
http://www.wikidata.org/entity/Q1552026,Такора,5980,http://www.wikidata.org/entity/Q298,Чили,Point(-69.766666666 -17.716666666),http://www.wikidata.org/entity/Q8463325,Cordillera Occidental
http://www.wikidata.org/entity/Q1552026,Такора,5960,http://www.wikidata.org/entity/Q298,Чили,Point(-69.766666666 -17.716666666),http://www.wikidata.org/entity/Q8463325,Cordillera Occidental
http://www.wikidata.org/entity/Q2827325,Агуас-Кальентес (вулкан),5924,http://www.wikidata.org/entity/Q298,Чили,Point(-67.685 -23.368333333),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q3411049,Путана,5890,http://www.wikidata.org/entity/Q298,Чили,Point(-67.852834 -22.557302),http://www.wikidata.org/entity/Q1132259,Западная Кордильера Анд
http://www.wikidata.org/entity/Q3411049,Путана,5890,http://www.wikidata.org/entity/Q750,Боливия,Point(-67.852834 -22.557302),http://www.wikidata.org/entity/Q1132259,Западная Кордильера Анд
http://www.wikidata.org/entity/Q3411049,Путана,5884,http://www.wikidata.org/entity/Q298,Чили,Point(-67.852834 -22.557302),http://www.wikidata.org/entity/Q1132259,Западная Кордильера Анд
http://www.wikidata.org/entity/Q3411049,Путана,5884,http://www.wikidata.org/entity/Q750,Боливия,Point(-67.852834 -22.557302),http://www.wikidata.org/entity/Q1132259,Западная Кордильера Анд
http://www.wikidata.org/entity/Q22428713,Volcan Puntas Negras,5884,http://www.wikidata.org/entity/Q298,Чили,Point(-67.5401 -23.7455),,
http://www.wikidata.org/entity/Q931485,Таапака,5860,http://www.wikidata.org/entity/Q298,Чили,Point(-69.5075 -18.112777777),http://www.wikidata.org/entity/Q1132259,Западная Кордильера Анд
http://www.wikidata.org/entity/Q2467823,Сан-Хосе,5856,http://www.wikidata.org/entity/Q298,Чили,Point(-69.897222222 -33.781666666),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q2467823,Сан-Хосе,5856,http://www.wikidata.org/entity/Q414,Аргентина,Point(-69.897222222 -33.781666666),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q13189104,Q13189104,5852,http://www.wikidata.org/entity/Q419,Перу,Point(-69.380035 -14.613485),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q30624023,Pastos Grandes,5802,http://www.wikidata.org/entity/Q750,Боливия,Point(-67.833333333 -21.75),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q1089657,Чупикинья,5789,http://www.wikidata.org/entity/Q298,Чили,Point(-69.8 -17.666666666),http://www.wikidata.org/entity/Q8463325,Cordillera Occidental
http://www.wikidata.org/entity/Q1089657,Чупикинья,5789,http://www.wikidata.org/entity/Q419,Перу,Point(-69.8 -17.666666666),http://www.wikidata.org/entity/Q8463325,Cordillera Occidental
http://www.wikidata.org/entity/Q2861446,Q2861446,5754,http://www.wikidata.org/entity/Q414,Аргентина,Point(-67.9875 -24.416944),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q5064896,Cerro Colorado,5748,http://www.wikidata.org/entity/Q298,Чили,Point(-67.92216667 -22.59233333),http://www.wikidata.org/entity/Q1132259,Западная Кордильера Анд
http://www.wikidata.org/entity/Q1055937,Quetena Volcano,5730,http://www.wikidata.org/entity/Q750,Боливия,Point(-67.415555555 -22.260833333),http://www.wikidata.org/entity/Q1132308,Кордильера-де-Липес
http://www.wikidata.org/entity/Q1420308,Juriques,5704,http://www.wikidata.org/entity/Q298,Чили,Point(-67.824444444 -22.846388888),http://www.wikidata.org/entity/Q1132259,Западная Кордильера Анд
http://www.wikidata.org/entity/Q1420308,Juriques,5704,http://www.wikidata.org/entity/Q750,Боливия,Point(-67.824444444 -22.846388888),http://www.wikidata.org/entity/Q1132259,Западная Кордильера Анд
http://www.wikidata.org/entity/Q634065,Lastarria,5697,http://www.wikidata.org/entity/Q298,Чили,Point(-68.5 -25.166666666),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q634065,Lastarria,5697,http://www.wikidata.org/entity/Q414,Аргентина,Point(-68.5 -25.166666666),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q1055976,Cerro Silala,5685,http://www.wikidata.org/entity/Q298,Чили,Point(-67.96444444 -22.05416667),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q1055976,Cerro Silala,5685,http://www.wikidata.org/entity/Q750,Боливия,Point(-67.96444444 -22.05416667),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q3087410,Linzor,5680,http://www.wikidata.org/entity/Q298,Чили,Point(-67.96667 -22.15),http://www.wikidata.org/entity/Q1132259,Западная Кордильера Анд
http://www.wikidata.org/entity/Q3087410,Linzor,5680,http://www.wikidata.org/entity/Q750,Боливия,Point(-67.96667 -22.15),http://www.wikidata.org/entity/Q1132259,Западная Кордильера Анд
http://www.wikidata.org/entity/Q3087410,Linzor,5680,http://www.wikidata.org/entity/Q298,Чили,Point(-67.966666666 -22.15),http://www.wikidata.org/entity/Q1132259,Западная Кордильера Анд
http://www.wikidata.org/entity/Q3087410,Linzor,5680,http://www.wikidata.org/entity/Q750,Боливия,Point(-67.966666666 -22.15),http://www.wikidata.org/entity/Q1132259,Западная Кордильера Анд
http://www.wikidata.org/entity/Q6884939,Miño Volcano,5661,http://www.wikidata.org/entity/Q298,Чили,Point(-68.6 -21.183333333),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q943045,Тупунгатито,5650,http://www.wikidata.org/entity/Q298,Чили,Point(-69.798055555 -33.423888888),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q373105,Аринтика,5597,http://www.wikidata.org/entity/Q298,Чили,Point(-69.05 -18.75),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q3155409,Ислуга,5577,http://www.wikidata.org/entity/Q298,Чили,Point(-68.833333333 -19.15),http://www.wikidata.org/entity/Q1132259,Западная Кордильера Анд
http://www.wikidata.org/entity/Q3155409,Ислуга,5550,http://www.wikidata.org/entity/Q298,Чили,Point(-68.833333333 -19.15),http://www.wikidata.org/entity/Q1132259,Западная Кордильера Анд
http://www.wikidata.org/entity/Q3155409,Ислуга,5530,http://www.wikidata.org/entity/Q298,Чили,Point(-68.833333333 -19.15),http://www.wikidata.org/entity/Q1132259,Западная Кордильера Анд
http://www.wikidata.org/entity/Q3467667,Mount Kialagvik,5502,http://www.wikidata.org/entity/Q30,США,Point(-156.745 57.203),http://www.wikidata.org/entity/Q678687,Алеутский хребет
http://www.wikidata.org/entity/Q1896903,Nuevo Mundo volcano,5462,http://www.wikidata.org/entity/Q750,Боливия,Point(-66.478333333 -19.774166666),http://www.wikidata.org/entity/Q786567,Восточная Кордильера (Боливия)
http://www.wikidata.org/entity/Q849364,Tunupa volcano,5432,http://www.wikidata.org/entity/Q750,Боливия,Point(-67.64 -19.83),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q901182,Mount Westdahl,5426,http://www.wikidata.org/entity/Q30,США,Point(-164.65 54.518),http://www.wikidata.org/entity/Q678687,Алеутский хребет
http://www.wikidata.org/entity/Q21836518,Volcán Negro,5411,http://www.wikidata.org/entity/Q414,Аргентина,Point(-68.38 -27.099722222),,
http://www.wikidata.org/entity/Q1790653,Серро-Байо,5401,http://www.wikidata.org/entity/Q298,Чили,Point(-68.583333333 -25.416666666),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q233351,Невадо-дель-Руис,5389,http://www.wikidata.org/entity/Q739,Колумбия,Point(-75.3225 4.895277777),http://www.wikidata.org/entity/Q143982,Центральная Кордильера (Колумбия)
http://www.wikidata.org/entity/Q28163213,Lexone,5340,http://www.wikidata.org/entity/Q298,Чили,Point(-69.48 -17.87),,
http://www.wikidata.org/entity/Q25054439,Purupuruni,5315,http://www.wikidata.org/entity/Q419,Перу,Point(-69.89313 -17.31672),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q906358,Майпо,5264,http://www.wikidata.org/entity/Q298,Чили,Point(-69.832166666 -34.163916666),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q20517059,Большой Арарат,5165,http://www.wikidata.org/entity/Q43,Турция,Point(44.300380555 39.702761111),http://www.wikidata.org/entity/Q211263,Армянское нагорье
http://www.wikidata.org/entity/Q375398,Иррупутунку,5163,http://www.wikidata.org/entity/Q298,Чили,Point(-68.566666666 -20.733333333),http://www.wikidata.org/entity/Q1132259,Западная Кордильера Анд
http://www.wikidata.org/entity/Q375398,Иррупутунку,5163,http://www.wikidata.org/entity/Q750,Боливия,Point(-68.566666666 -20.733333333),http://www.wikidata.org/entity/Q1132259,Западная Кордильера Анд
http://www.wikidata.org/entity/Q72303,Арарат,5137,http://www.wikidata.org/entity/Q43,Турция,Point(44.298333333 39.701944444),http://www.wikidata.org/entity/Q211263,Армянское нагорье
http://www.wikidata.org/entity/Q731961,Ccarhuarazo,5112,http://www.wikidata.org/entity/Q419,Перу,Point(-73.75694444 -14.33194444),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q21837839,Cerro Negro,5062,http://www.wikidata.org/entity/Q414,Аргентина,Point(-68.4 -25.01667),,
http://www.wikidata.org/entity/Q2603516,Коровин,5030,http://www.wikidata.org/entity/Q30,США,Point(-174.165833333 52.381666666),http://www.wikidata.org/entity/Q678687,Алеутский хребет
http://www.wikidata.org/entity/Q2956713,Santa Isabel,4945,http://www.wikidata.org/entity/Q739,Колумбия,Point(-75.36666667 4.81666667),http://www.wikidata.org/entity/Q143982,Центральная Кордильера (Колумбия)
http://www.wikidata.org/entity/Q15277853,Синколагуа,4899,http://www.wikidata.org/entity/Q736,Эквадор,Point(-78.36658056 -0.54579444),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q21845442,Cerro Alto del Volcán,4889,http://www.wikidata.org/entity/Q414,Аргентина,Point(-67.2853 -27.396),,
http://www.wikidata.org/entity/Q1472301,Гора Урана,4853,,,<http://www.wikidata.org/entity/Q111> Point(267.85 26.9),,
http://www.wikidata.org/entity/Q210252,Ключевская Сопка,4800,http://www.wikidata.org/entity/Q159,Россия,Point(160.633333333 56.066666666),http://www.wikidata.org/entity/Q3117940,Ключевская группа вулканов
http://www.wikidata.org/entity/Q23649937,Choquelimpie,4777,http://www.wikidata.org/entity/Q298,Чили,Point(-69.27833333 -18.30527778),,
http://www.wikidata.org/entity/Q2019666,Кумбаль,4764,http://www.wikidata.org/entity/Q739,Колумбия,Point(-77.883333333 0.955833333),http://www.wikidata.org/entity/Q779298,Cordillera Occidental
http://www.wikidata.org/entity/Q1330927,Пурасе,4756,http://www.wikidata.org/entity/Q739,Колумбия,Point(-76.394166666 2.314166666),http://www.wikidata.org/entity/Q143982,Центральная Кордильера (Колумбия)
http://www.wikidata.org/entity/Q21839453,Volcán del Manantial,4740,http://www.wikidata.org/entity/Q414,Аргентина,Point(-67.9967 -26.7167),,
http://www.wikidata.org/entity/Q21832474,Cerro Volcán,4724,http://www.wikidata.org/entity/Q414,Аргентина,Point(-68.4348 -27.7945),,
http://www.wikidata.org/entity/Q489647,Андахуа-Оркопампа,4713,http://www.wikidata.org/entity/Q419,Перу,Point(-72.483 -15.257),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q489647,Андахуа-Оркопампа,4713,http://www.wikidata.org/entity/Q419,Перу,Point(-72.3333 -15.416667),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q312770,Домуйо,4709,http://www.wikidata.org/entity/Q414,Аргентина,Point(-70.433 -36.6397),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q3200888,Kyatwa,4692,http://www.wikidata.org/entity/Q1036,Уганда,Point(30.25 0.45),,
http://www.wikidata.org/entity/Q21833526,Volcán Rojo,4687,http://www.wikidata.org/entity/Q414,Аргентина,Point(-68.3237 -27.1498),,
http://www.wikidata.org/entity/Q21831626,Cerro Tolar,4601,http://www.wikidata.org/entity/Q414,Аргентина,Point(-67.292777777 -27.359166666),,
http://www.wikidata.org/entity/Q21837598,Cerro Morado,4582,http://www.wikidata.org/entity/Q414,Аргентина,Point(-67.258055555 -27.347222222),,
http://www.wikidata.org/entity/Q31450712,Volcán Misahuana Mauras,4561,http://www.wikidata.org/entity/Q419,Перу,Point(-72.484722222 -15.260555555),,
http://www.wikidata.org/entity/Q21832491,Cerro Volcán Overo,4553,http://www.wikidata.org/entity/Q414,Аргентина,Point(-70.0202 -34.5734),,
http://www.wikidata.org/entity/Q12767180,Huambo,4550,http://www.wikidata.org/entity/Q419,Перу,Point(-72.13333 -15.8333),,
http://www.wikidata.org/entity/Q21849955,Cerro Negro,4518,http://www.wikidata.org/entity/Q414,Аргентина,Point(-67.29 -27.314166666),,
http://www.wikidata.org/entity/Q31450700,Volcán Marhuas,4478,http://www.wikidata.org/entity/Q419,Перу,Point(-72.016944444 -15.480555555),,
http://www.wikidata.org/entity/Q31450706,Volcán Yana Mauras,4465,http://www.wikidata.org/entity/Q419,Перу,Point(-72.433333333 -15.318333333),,
http://www.wikidata.org/entity/Q1639195,Mount Mikeno,4437,http://www.wikidata.org/entity/Q974,Демократическая Республика Конго,Point(29.41681722 -1.46276833),http://www.wikidata.org/entity/Q751607,Вирунга
http://www.wikidata.org/entity/Q31450719,Volcán Pabellón Mauras,4437,http://www.wikidata.org/entity/Q419,Перу,Point(-72.461388888 -15.29),,
http://www.wikidata.org/entity/Q578799,Ла-Малинче,4420,http://www.wikidata.org/entity/Q96,Мексика,Point(-98.03194444 19.23083333),http://www.wikidata.org/entity/Q278070,Поперечная Вулканическая Сьерра
http://www.wikidata.org/entity/Q2108921,Сотара,4400,http://www.wikidata.org/entity/Q739,Колумбия,Point(-76.591944444 2.108055555),http://www.wikidata.org/entity/Q143982,Центральная Кордильера (Колумбия)
http://www.wikidata.org/entity/Q422774,Robledo,4400,http://www.wikidata.org/entity/Q414,Аргентина,Point(-67.72 -26.77),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q185847,Вулкан Врангеля,4317,http://www.wikidata.org/entity/Q30,США,Point(-144.015833333 62.006944444),http://www.wikidata.org/entity/Q616559,Горы Врангеля
http://www.wikidata.org/entity/Q3116456,Tinguiririca Volcano,4280,http://www.wikidata.org/entity/Q298,Чили,Point(-70.35030842 -34.818158),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q235062,Галерас,4276,http://www.wikidata.org/entity/Q739,Колумбия,Point(-77.366666666 1.216666666),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q235062,Галерас,4276,http://www.wikidata.org/entity/Q739,Колумбия,Point(-77.366666666 1.216666666),http://www.wikidata.org/entity/Q143982,Центральная Кордильера (Колумбия)
http://www.wikidata.org/entity/Q3046481,Моханда,4263,http://www.wikidata.org/entity/Q736,Эквадор,Point(-78.27 0.13),http://www.wikidata.org/entity/Q1816015,Кордильера-Реаль (Эквадор)
http://www.wikidata.org/entity/Q131230,Мауна-Кеа,4207.3,http://www.wikidata.org/entity/Q30,США,Point(-155.468055555 19.820555555),http://www.wikidata.org/entity/Q632794,Гавайский хребет
http://www.wikidata.org/entity/Q31450731,Volcán Challhue Mauras,4194,http://www.wikidata.org/entity/Q419,Перу,Point(-72.3375 -15.372222222),,
http://www.wikidata.org/entity/Q21840766,Volcán Juncal,4177,http://www.wikidata.org/entity/Q414,Аргентина,Point(-66.805 -24.7675),,
http://www.wikidata.org/entity/Q26546,Донья Хуана,4150,http://www.wikidata.org/entity/Q739,Колумбия,Point(-76.924902777 1.47075),http://www.wikidata.org/entity/Q143982,Центральная Кордильера (Колумбия)
http://www.wikidata.org/entity/Q422965,Tromen,4114,http://www.wikidata.org/entity/Q414,Аргентина,Point(-70.03 -37.142),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q190562,Камерун,4095,http://www.wikidata.org/entity/Q1009,Камерун,Point(9.1725 4.216666666),http://www.wikidata.org/entity/Q945773,Камерунская линия
http://www.wikidata.org/entity/Q794264,Азуфраль,4070,http://www.wikidata.org/entity/Q739,Колумбия,Point(-77.718758333 1.085263888),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q1752870,Такана,4064,http://www.wikidata.org/entity/Q774,Гватемала,Point(-92.1058 15.1334),http://www.wikidata.org/entity/Q27036,Сьерра-Мадре-де-Чьяпас
http://www.wikidata.org/entity/Q1433508,Сюпхан,4058,http://www.wikidata.org/entity/Q43,Турция,Point(42.82959 38.92983),http://www.wikidata.org/entity/Q211263,Армянское нагорье
http://www.wikidata.org/entity/Q312936,Антофагаста-де-ла-Сьерра,4000,http://www.wikidata.org/entity/Q414,Аргентина,Point(-67.535833333 -25.968055555),http://www.wikidata.org/entity/Q5456,Анды
http://www.wikidata.org/entity/Q3125067,Сумако,3990,http://www.wikidata.org/entity/Q736,Эквадор,Point(-77.6266 -0.5404),http://www.wikidata.org/entity/Q1816015,Кордильера-Реаль (Эквадор)
http://www.wikidata.org/entity/Q590920,Серро Браво,3985,http://www.wikidata.org/entity/Q739,Колумбия,Point(-75.292222222 5.089166666),http://www.wikidata.org/entity/Q143982,Центральная Кордильера (Колумбия)
