star,starLabel,constellation,constellationLabel,starTypeLabel
http://www.wikidata.org/entity/Q78947886,Cl* NGC 6441 SAW V85,http://www.wikidata.org/entity/Q1145815,NGC 6441,переменная звезда
http://www.wikidata.org/entity/Q78948007,Cl* NGC 6388 SAW V50,http://www.wikidata.org/entity/Q1145442,NGC 6388,переменная звезда
http://www.wikidata.org/entity/Q78948369,Cl* NGC 6569 H V9,http://www.wikidata.org/entity/Q786756,NGC 6569,переменная звезда
http://www.wikidata.org/entity/Q78948807,Cl* NGC 6388 HH F4,http://www.wikidata.org/entity/Q1145442,NGC 6388,переменная звезда
http://www.wikidata.org/entity/Q78949624,CD-58 5051,http://www.wikidata.org/entity/Q1117227,NGC 5138,переменная звезда
http://www.wikidata.org/entity/Q78949786,Cl* NGC 6441 SAW V98,http://www.wikidata.org/entity/Q1145815,NGC 6441,переменная звезда
http://www.wikidata.org/entity/Q78950060,Cl* NGC 6121 SAW V78,http://www.wikidata.org/entity/Q11212,M 4,переменная звезда
http://www.wikidata.org/entity/Q78950107,Cl* NGC 6441 SAW V19,http://www.wikidata.org/entity/Q1145815,NGC 6441,переменная звезда
http://www.wikidata.org/entity/Q78950638,Cl* NGC 6441 SAW V22,http://www.wikidata.org/entity/Q1145815,NGC 6441,переменная звезда
http://www.wikidata.org/entity/Q78951765,Cl* NGC 6441 SAW V99,http://www.wikidata.org/entity/Q1145815,NGC 6441,переменная звезда
http://www.wikidata.org/entity/Q78952237,Cl* NGC 6441 SAW V91,http://www.wikidata.org/entity/Q1145815,NGC 6441,переменная звезда
http://www.wikidata.org/entity/Q78952497,[PGU2006] cep006,http://www.wikidata.org/entity/Q489940,NGC 3109,переменная звезда
http://www.wikidata.org/entity/Q78952906,Cl* NGC 5986 R V3,http://www.wikidata.org/entity/Q1029889,NGC 5986,переменная звезда
http://www.wikidata.org/entity/Q78952946,Cl* NGC 6388 SAW V51,http://www.wikidata.org/entity/Q1145442,NGC 6388,переменная звезда
http://www.wikidata.org/entity/Q78953132,Cl* NGC 6229 SAW V26,http://www.wikidata.org/entity/Q1235956,NGC 6229,переменная звезда
http://www.wikidata.org/entity/Q78953247,Cl* NGC 6441 LRW V1,http://www.wikidata.org/entity/Q1145815,NGC 6441,переменная звезда
http://www.wikidata.org/entity/Q78953261,Cl* NGC 5986 ABO 572,http://www.wikidata.org/entity/Q1029889,NGC 5986,переменная звезда
http://www.wikidata.org/entity/Q78953402,Cl* NGC 6229 SAW V25,http://www.wikidata.org/entity/Q1235956,NGC 6229,переменная звезда
http://www.wikidata.org/entity/Q78953424,Cl* NGC 6388 SAW V48,http://www.wikidata.org/entity/Q1145442,NGC 6388,переменная звезда
http://www.wikidata.org/entity/Q78953642,Cl* NGC 6569 H V21,http://www.wikidata.org/entity/Q786756,NGC 6569,переменная звезда
http://www.wikidata.org/entity/Q78954311,Cl* NGC 6229 SAW V28,http://www.wikidata.org/entity/Q1235956,NGC 6229,переменная звезда
http://www.wikidata.org/entity/Q78954349,Cl* NGC 6441 SAW V9,http://www.wikidata.org/entity/Q1145815,NGC 6441,переменная звезда
http://www.wikidata.org/entity/Q78955586,Cl* NGC 7078 CCV V3,http://www.wikidata.org/entity/Q11332,Messier 15,переменная звезда
http://www.wikidata.org/entity/Q78956295,Cl* NGC 6441 SAW V20,http://www.wikidata.org/entity/Q1145815,NGC 6441,переменная звезда
http://www.wikidata.org/entity/Q78956727,Cl* NGC 6441 SAW V2,http://www.wikidata.org/entity/Q1145815,NGC 6441,переменная звезда
http://www.wikidata.org/entity/Q78957577,Cl* NGC 6441 SAW V15,http://www.wikidata.org/entity/Q1145815,NGC 6441,переменная звезда
http://www.wikidata.org/entity/Q78957704,Cl* NGC 6569 H V11,http://www.wikidata.org/entity/Q786756,NGC 6569,переменная звезда
http://www.wikidata.org/entity/Q79098030,Cl* NGC 104 R 10,http://www.wikidata.org/entity/Q14276,47 Тукана,переменная звезда
http://www.wikidata.org/entity/Q79098322,Cl* NGC 4372 KK V27,http://www.wikidata.org/entity/Q899854,NGC 4372,переменная звезда
http://www.wikidata.org/entity/Q79098438,Cl* NGC 104 WSB V60,http://www.wikidata.org/entity/Q14276,47 Тукана,переменная звезда
http://www.wikidata.org/entity/Q79099422,Cl* NGC 104 LW 1,http://www.wikidata.org/entity/Q14276,47 Тукана,переменная звезда
http://www.wikidata.org/entity/Q79099544,Cl* NGC 104 WSB V36,http://www.wikidata.org/entity/Q14276,47 Тукана,переменная звезда
http://www.wikidata.org/entity/Q79100769,Cl* NGC 4372 KK V35,http://www.wikidata.org/entity/Q899854,NGC 4372,переменная звезда
http://www.wikidata.org/entity/Q79101134,Cl* NGC 104 LW 19,http://www.wikidata.org/entity/Q14276,47 Тукана,переменная звезда
http://www.wikidata.org/entity/Q79101587,Cl* NGC 4372 KK V4,http://www.wikidata.org/entity/Q899854,NGC 4372,переменная звезда
http://www.wikidata.org/entity/Q79101663,Cl* NGC 4372 KK V16,http://www.wikidata.org/entity/Q899854,NGC 4372,переменная звезда
http://www.wikidata.org/entity/Q79101896,Cl* NGC 104 R 79,http://www.wikidata.org/entity/Q14276,47 Тукана,переменная звезда
http://www.wikidata.org/entity/Q79101907,Cl* NGC 4372 KK V22,http://www.wikidata.org/entity/Q899854,NGC 4372,переменная звезда
http://www.wikidata.org/entity/Q79102163,2MASS J00232921-7206204,http://www.wikidata.org/entity/Q14276,47 Тукана,переменная звезда
http://www.wikidata.org/entity/Q79102780,Cl* NGC 104 WSB V63,http://www.wikidata.org/entity/Q14276,47 Тукана,переменная звезда
http://www.wikidata.org/entity/Q79102909,2MASS J00275657-7157266,http://www.wikidata.org/entity/Q14276,47 Тукана,переменная звезда
http://www.wikidata.org/entity/Q79103663,2MASS J00240892-7202595,http://www.wikidata.org/entity/Q14276,47 Тукана,переменная звезда
http://www.wikidata.org/entity/Q79103923,Cl* NGC 104 WSB V33,http://www.wikidata.org/entity/Q14276,47 Тукана,переменная звезда
http://www.wikidata.org/entity/Q79104491,Cl* NGC 4372 KK V34,http://www.wikidata.org/entity/Q899854,NGC 4372,переменная звезда
http://www.wikidata.org/entity/Q79104814,CXOGlb J002413.7-720334,http://www.wikidata.org/entity/Q14276,47 Тукана,переменная звезда
http://www.wikidata.org/entity/Q79105348,2MASS J00253740-7156038,http://www.wikidata.org/entity/Q14276,47 Тукана,переменная звезда
http://www.wikidata.org/entity/Q79105454,Cl* NGC 104 MFF 1412,http://www.wikidata.org/entity/Q14276,47 Тукана,переменная звезда
http://www.wikidata.org/entity/Q79105990,Cl* NGC 104 LW 9,http://www.wikidata.org/entity/Q14276,47 Тукана,переменная звезда
http://www.wikidata.org/entity/Q79106074,Cl* NGC 104 WSB V42,http://www.wikidata.org/entity/Q14276,47 Тукана,переменная звезда
http://www.wikidata.org/entity/Q79106959,Cl* NGC 104 CHUN 5-67,http://www.wikidata.org/entity/Q14276,47 Тукана,переменная звезда
http://www.wikidata.org/entity/Q79107005,Cl* NGC 104 R 12,http://www.wikidata.org/entity/Q14276,47 Тукана,переменная звезда
http://www.wikidata.org/entity/Q79107017,Cl* NGC 104 LW 18,http://www.wikidata.org/entity/Q14276,47 Тукана,переменная звезда
http://www.wikidata.org/entity/Q79107089,Cl* NGC 104 LW 6,http://www.wikidata.org/entity/Q14276,47 Тукана,переменная звезда
http://www.wikidata.org/entity/Q79108407,Cl* NGC 104 MFF 2271,http://www.wikidata.org/entity/Q14276,47 Тукана,переменная звезда
http://www.wikidata.org/entity/Q79110663,HD 106506,http://www.wikidata.org/entity/Q67856760,Lower Centaurus-Crux,переменная звезда
http://www.wikidata.org/entity/Q79111411,2MASS J00235894-7202345,http://www.wikidata.org/entity/Q14276,47 Тукана,переменная звезда
http://www.wikidata.org/entity/Q79112850,Cl* NGC 104 LW 3,http://www.wikidata.org/entity/Q14276,47 Тукана,переменная звезда
http://www.wikidata.org/entity/Q79113934,Cl* NGC 4372 KK V33,http://www.wikidata.org/entity/Q899854,NGC 4372,переменная звезда
http://www.wikidata.org/entity/Q79114442,Cl* NGC 104 CHUN 5-637,http://www.wikidata.org/entity/Q14276,47 Тукана,переменная звезда
http://www.wikidata.org/entity/Q79114599,2MASS J00241002-7204438,http://www.wikidata.org/entity/Q14276,47 Тукана,переменная звезда
http://www.wikidata.org/entity/Q79115113,Cl* NGC 104 CHUN 4-230,http://www.wikidata.org/entity/Q14276,47 Тукана,переменная звезда
http://www.wikidata.org/entity/Q79115405,Cl* NGC 4372 KK V5,http://www.wikidata.org/entity/Q899854,NGC 4372,переменная звезда
http://www.wikidata.org/entity/Q79115770,Cl* NGC 4372 KK V31,http://www.wikidata.org/entity/Q899854,NGC 4372,переменная звезда
http://www.wikidata.org/entity/Q79115829,[GHE2001] W248,http://www.wikidata.org/entity/Q14276,47 Тукана,переменная звезда
http://www.wikidata.org/entity/Q79116104,2MASS J00240786-7204316,http://www.wikidata.org/entity/Q14276,47 Тукана,переменная звезда
http://www.wikidata.org/entity/Q79116268,Cl* NGC 104 LW 17,http://www.wikidata.org/entity/Q14276,47 Тукана,переменная звезда
http://www.wikidata.org/entity/Q79116441,Cl* NGC 4372 KK V30,http://www.wikidata.org/entity/Q899854,NGC 4372,переменная звезда
http://www.wikidata.org/entity/Q79138169,Cl* NGC 6093 SAW V8,http://www.wikidata.org/entity/Q14021,Messier 80,переменная звезда
http://www.wikidata.org/entity/Q79138999,Cl* NGC 6093 WSHB V9,http://www.wikidata.org/entity/Q14021,Messier 80,переменная звезда
http://www.wikidata.org/entity/Q79140423,OGLE-LT V12,http://www.wikidata.org/entity/Q737840,NGC 6522,переменная звезда
http://www.wikidata.org/entity/Q79140472,Cl* NGC 6093 SAW V3,http://www.wikidata.org/entity/Q14021,Messier 80,переменная звезда
http://www.wikidata.org/entity/Q79141219,V586 Возничего,http://www.wikidata.org/entity/Q918641,4-H cluster,переменная звезда
http://www.wikidata.org/entity/Q79141635,Cl* NGC 6093 SAW V5,http://www.wikidata.org/entity/Q14021,Messier 80,переменная звезда
http://www.wikidata.org/entity/Q80221540,V409 Большого Пса,http://www.wikidata.org/entity/Q1047669,NGC 2243,переменная звезда
http://www.wikidata.org/entity/Q80222886,V555 Единорога,http://www.wikidata.org/entity/Q217045,NGC 2244,переменная звезда
http://www.wikidata.org/entity/Q80300091,DR Тельца,http://www.wikidata.org/entity/Q932065,Молекулярное Облако Тельца,переменная звезда
http://www.wikidata.org/entity/Q80301175,V962 Персея,http://www.wikidata.org/entity/Q1014842,Движущаяся группа звёзд Беты Живописца,переменная звезда
http://www.wikidata.org/entity/Q80303752,UY Возничего,http://www.wikidata.org/entity/Q932065,Молекулярное Облако Тельца,переменная звезда
http://www.wikidata.org/entity/Q80405109,Cl* NGC 2682 SAND 485,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80405166,Cl* NGC 2682 SAND 499,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80405180,Cl* NGC 2682 FBC 860,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80405375,Cl* NGC 2682 FBC 1382,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80405537,Cl* NGC 2682 ES I-182,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80405704,Cl* NGC 2682 SAND 466,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80405719,Cl* NGC 2682 FBC 878,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80405771,Cl* NGC 2682 FBC 1331,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80406496,Cl* NGC 2682 FBC 1342,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80406652,Cl* NGC 2682 SAND 604,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80406781,Cl* NGC 2682 FBC 1663,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80406807,Cl* NGC 2682 FBC 1660,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80406896,Cl* NGC 2682 FBC 1727,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80407866,Cl* NGC 2682 FBC 1178,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80408332,Cl* NGC 2682 SAND 387,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80408397,Cl* NGC 2682 FBC 1756,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80408414,Cl* NGC 2682 FBC 1554,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80408553,Cl* NGC 2682 FBC 1621,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80409202,Cl* NGC 2682 FBC 1446,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80409292,Cl* NGC 2682 FBC 813,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80409402,Cl* NGC 2682 SAND 368,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80409466,Cl* NGC 2682 FBC 1759,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80409535,Cl* NGC 2682 SAND 252,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80409692,Cl* NGC 2682 FBC 1531,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80409820,Cl* NGC 2682 SAND 469,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80409827,Cl* NGC 2682 FBC 1585,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80409973,Cl* NGC 2682 FBC 1461,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80410008,Cl* NGC 2682 FBC 1068,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80410147,Cl* NGC 2682 SAND 474,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80410382,Cl* NGC 2682 SAND 395,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80410460,Cl* NGC 2682 FBC 929,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80410641,Cl* NGC 2682 SAND 598,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80410774,Cl* NGC 2682 SAND 477,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80411027,Cl* NGC 2682 FBC 1029,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80411370,Cl* NGC 2682 FBC 1718,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80411459,NGC 2682 127,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80411651,Cl* NGC 2682 FBC 1194,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80411840,Cl* NGC 2682 FBC 1582,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80412250,Cl* NGC 2682 SAND 377,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80412306,Cl* NGC 2682 SAND 507,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80412352,Cl* NGC 2682 FBC 1629,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80412999,Cl* NGC 2682 FBC 1801,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80413335,Cl* NGC 2682 FBC 1424,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80413726,Cl* NGC 2682 SAND 397,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80413734,Cl* NGC 2682 SAND 493,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80414412,NGC 2682 134,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80414765,Cl* NGC 2682 SAND 467,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80414797,Cl* NGC 2682 SAND 2301,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80414808,Cl* NGC 2682 FBC 1837,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80415155,Cl* NGC 2682 FBC 1607,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80415709,Cl* NGC 2682 FBC 1268,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80416068,Cl* NGC 2682 SAND 249,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80416295,Cl* NGC 2682 FBC 1006,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80416597,Cl* NGC 2682 SAND 491,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80416633,Cl* NGC 2682 SAND 356,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80416643,Cl* NGC 2682 SAND 489,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80416721,Cl* NGC 2682 SAND 480,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80416819,Cl* NGC 2682 SAND 505,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80416857,Cl* NGC 2682 FBC 1019,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80416939,Cl* NGC 2682 SAND 344,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80417168,Cl* NGC 2682 FBC 1856,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80417432,Cl* NGC 2682 FBC 905,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80417450,Cl* NGC 2682 FBC 1146,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80417466,NGC 2682 106,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80417702,Cl* NGC 2682 FBC 1689,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80417793,Cl* NGC 2682 FBC 857,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80417982,Cl* NGC 2682 FBC 1790,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80418226,Cl* NGC 2682 SAND 475,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80418828,Cl* NGC 2682 SAND 390,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80418829,Cl* NGC 2682 SAND 640,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80418890,Cl* NGC 2682 FBC 1187,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80419050,Cl* NGC 2682 FBC 1667,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80419210,Cl* NGC 2682 SAND 375,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80419548,Cl* NGC 2682 FBC 1863,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80419588,Cl* NGC 2682 SAND 501,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80419812,Cl* NGC 2682 SAND 500,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80419924,Cl* NGC 2682 FBC 1089,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80419962,Cl* NGC 2682 FBC 1283,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80420048,BD+12 1918,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80420211,Cl* NGC 2682 FBC 894,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80420402,Cl* NGC 2682 FBC 1265,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80420436,Cl* NGC 2682 FBC 1032,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80420504,NGC 2682 115,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80420848,Cl* NGC 2682 SAND 511,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80420904,Cl* NGC 2682 FBC 1478,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80420982,Cl* NGC 2682 SAND 369,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80421127,Cl* NGC 2682 FBC 1057,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80421446,Cl* NGC 2682 FBC 1782,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80421639,Cl* NGC 2682 SAND 343,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q80421695,Cl* NGC 2682 FBC 1473,http://www.wikidata.org/entity/Q13997,Messier 67,переменная звезда
http://www.wikidata.org/entity/Q83690419,[CBH2015] V1346,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83690450,[CBH2015] V1065,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83690452,[CBH2015] V1089,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83690489,[CBH2015] V78,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83690537,[CBH2015] V1177,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83690548,[CBH2015] V1454,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83690564,[CBH2015] V1389,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83690575,[CBH2015] V1340,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83690601,Cl* NGC 2099 HGH V88,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83690622,[CBH2015] V599,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83690648,[CBH2015] V188,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83690656,[CBH2015] V1402,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83690667,[CBH2015] V1001,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83690736,Cl* NGC 2099 HGH V492,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83690740,[CBH2015] V668,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83690760,[CBH2015] V1356,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83690786,[CBH2015] V1038,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83690824,[CBH2015] V1264,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83690867,[CBH2015] V288,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83690892,[CBH2015] V1220,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83690900,Cl* NGC 2099 HGH V250,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83690932,Cl* NGC 2099 HGH V347,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83690954,Cl* NGC 2099 HGH V698,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83690983,Cl* NGC 2099 HGH V390,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83691026,[CBH2015] V1118,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83691073,[CBH2015] V1231,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83691096,[CBH2015] V616,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83691108,[CBH2015] V196,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83691142,[CBH2015] V723,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83691159,[CBH2015] V1023,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83691169,Cl* NGC 2099 HGH V224,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83691174,[CBH2015] V371,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83691191,[CBH2015] V1092,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83691215,Cl* NGC 2099 HGH V844,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83691227,[CBH2015] V87,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83691236,[CBH2015] V769,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
http://www.wikidata.org/entity/Q83691247,Cl* NGC 2099 HGH V191,http://www.wikidata.org/entity/Q13878,Messier 37,переменная звезда
