star,starLabel,constellation,constellationLabel,starType,starTypeLabel
http://www.wikidata.org/entity/Q81608855,Q81608855,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81609006,Q81609006,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81607958,Q81607958,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81606304,Q81606304,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q79639838,Q79639838,http://www.wikidata.org/entity/Q49984,Малое Магелланово Облако,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81607146,Q81607146,http://www.wikidata.org/entity/Q1155745,Wolf-Lundmark-Melotte,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81604511,Q81604511,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81604509,Q81604509,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81941484,Q81941484,http://www.wikidata.org/entity/Q67631058,Q67631058,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81604361,Q81604361,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81606012,Q81606012,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81607968,Q81607968,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81606774,Q81606774,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81607679,Q81607679,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81606477,Q81606477,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81605877,Q81605877,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q79640611,Q79640611,http://www.wikidata.org/entity/Q49984,Малое Магелланово Облако,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q79631463,Q79631463,http://www.wikidata.org/entity/Q49984,Малое Магелланово Облако,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81604386,Q81604386,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q79637312,Q79637312,http://www.wikidata.org/entity/Q49984,Малое Магелланово Облако,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81608520,Q81608520,http://www.wikidata.org/entity/Q1155745,Wolf-Lundmark-Melotte,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q83190324,Q83190324,http://www.wikidata.org/entity/Q2469,Галактика Андромеды,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81604840,Q81604840,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81604098,Q81604098,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81610099,Q81610099,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q79635679,Q79635679,http://www.wikidata.org/entity/Q49984,Малое Магелланово Облако,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81610103,Q81610103,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81609500,Q81609500,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81608452,Q81608452,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81606206,Q81606206,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81607105,Q81607105,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81610411,Q81610411,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q83243853,Q83243853,http://www.wikidata.org/entity/Q13724,галактика Треугольника,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81608097,Q81608097,http://www.wikidata.org/entity/Q1155745,Wolf-Lundmark-Melotte,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81606664,Q81606664,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q83042222,Q83042222,http://www.wikidata.org/entity/Q23306973,NGC 2070,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q79637312,Q79637312,http://www.wikidata.org/entity/Q650713,Q650713,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81358391,Q81358391,http://www.wikidata.org/entity/Q49984,Малое Магелланово Облако,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81609521,Q81609521,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81610424,Q81610424,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81605867,Q81605867,http://www.wikidata.org/entity/Q1155745,Wolf-Lundmark-Melotte,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81608032,Q81608032,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81604733,Q81604733,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81607527,Q81607527,http://www.wikidata.org/entity/Q1155745,Wolf-Lundmark-Melotte,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81604978,Q81604978,http://www.wikidata.org/entity/Q1155745,Wolf-Lundmark-Melotte,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81607740,Q81607740,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81604683,Q81604683,http://www.wikidata.org/entity/Q1155745,Wolf-Lundmark-Melotte,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81607147,Q81607147,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q82353949,Q82353949,http://www.wikidata.org/entity/Q49984,Малое Магелланово Облако,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q79641124,Q79641124,http://www.wikidata.org/entity/Q49984,Малое Магелланово Облако,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81605496,Q81605496,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q79632425,Q79632425,http://www.wikidata.org/entity/Q49984,Малое Магелланово Облако,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q79633929,Q79633929,http://www.wikidata.org/entity/Q49984,Малое Магелланово Облако,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81605804,Q81605804,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q80016805,Q80016805,http://www.wikidata.org/entity/Q13724,галактика Треугольника,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81608518,Q81608518,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81376755,Q81376755,http://www.wikidata.org/entity/Q13724,галактика Треугольника,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81357685,Q81357685,http://www.wikidata.org/entity/Q49984,Малое Магелланово Облако,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81605968,Q81605968,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q80016817,Q80016817,http://www.wikidata.org/entity/Q13724,галактика Треугольника,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81608373,Q81608373,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81608376,Q81608376,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q82528921,Q82528921,http://www.wikidata.org/entity/Q13724,галактика Треугольника,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q80016828,Q80016828,http://www.wikidata.org/entity/Q13724,галактика Треугольника,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81606439,Q81606439,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81608091,Q81608091,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81604424,Q81604424,http://www.wikidata.org/entity/Q1155745,Wolf-Lundmark-Melotte,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q79627371,Q79627371,http://www.wikidata.org/entity/Q49984,Малое Магелланово Облако,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81607641,Q81607641,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81605482,Q81605482,http://www.wikidata.org/entity/Q1155745,Wolf-Lundmark-Melotte,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81606598,Q81606598,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q83415748,Westerlund 1-20,http://www.wikidata.org/entity/Q2296213,Westerlund 1,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q81606748,Q81606748,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q80016845,Q80016845,http://www.wikidata.org/entity/Q13724,галактика Треугольника,http://www.wikidata.org/entity/Q5898,красный сверхгигант
http://www.wikidata.org/entity/Q5394975,V384 Кормы,http://www.wikidata.org/entity/Q942329,Q942329,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9326828,Q9326828,http://www.wikidata.org/entity/Q370551,NGC 4699,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q5654055,AX Северной Короны,http://www.wikidata.org/entity/Q1065564,поток Гиад,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q6689291,13 Волос Вероники,http://www.wikidata.org/entity/Q84275359,Мелотт 111,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9328230,Q9328230,http://www.wikidata.org/entity/Q494054,Q494054,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9326845,Q9326845,http://www.wikidata.org/entity/Q1111309,NGC 4419,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9328491,Q9328491,http://www.wikidata.org/entity/Q1110131,Q1110131,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q6158339,V856 Скорпиона,http://www.wikidata.org/entity/Q67856755,Upper Centaurus-Lupus,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9327855,Q9327855,http://www.wikidata.org/entity/Q1148735,Q1148735,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9327620,Q9327620,http://www.wikidata.org/entity/Q649958,Q649958,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q8179178,39 Тельца,http://www.wikidata.org/entity/Q1065564,поток Гиад,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9327169,Q9327169,http://www.wikidata.org/entity/Q3680301,Q3680301,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q7219861,TX Зайца,http://www.wikidata.org/entity/Q80723034,S 476,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q10313771,каппа² Тельца,http://www.wikidata.org/entity/Q2604077,каппа Тельца,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q5645086,U Стрельца,http://www.wikidata.org/entity/Q13623,Messier 25,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q5856387,V466 Кассиопеи,http://www.wikidata.org/entity/Q730450,Q730450,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q5011440,CH Южного Креста,http://www.wikidata.org/entity/Q67856760,Lower Centaurus-Crux,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9327669,Q9327669,http://www.wikidata.org/entity/Q2630241,Q2630241,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9327468,Q9327468,http://www.wikidata.org/entity/Q67844499,Q67844499,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9326254,Z Центавра,http://www.wikidata.org/entity/Q618400,Q618400,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9327743,Q9327743,http://www.wikidata.org/entity/Q1125380,Q1125380,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q6155123,UY Живописца,http://www.wikidata.org/entity/Q94879,Движущаяся группа звёзд AB Золотой Рыбы,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q5173454,V529 Андромеды,http://www.wikidata.org/entity/Q84029402,CCDM J01274+4106,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q5097988,Мира B,http://www.wikidata.org/entity/Q12965,Мира,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q6856232,DW Эридана,http://www.wikidata.org/entity/Q12141356,55 Эридана,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q5176163,S Наугольника,http://www.wikidata.org/entity/Q223671,Q223671,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9328072,Q9328072,http://www.wikidata.org/entity/Q1106599,Q1106599,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q5907241,IU Дракона,http://www.wikidata.org/entity/Q113711194,Q113711194,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9328224,Q9328224,http://www.wikidata.org/entity/Q1107294,Q1107294,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9328250,Q9328250,http://www.wikidata.org/entity/Q1037135,NGC 523,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q5715645,Q5715645,http://www.wikidata.org/entity/Q22086870,Delta Lyrae cluster,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q6827188,DL Дракона,http://www.wikidata.org/entity/Q1195678,Движущаяся группа звёзд Большой Медведицы,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9327773,Q9327773,http://www.wikidata.org/entity/Q3711843,Q3711843,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q6145898,тета² Тельца,http://www.wikidata.org/entity/Q1151577,тета Тельца,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q6844211,FM Волос Вероники,http://www.wikidata.org/entity/Q84275359,Мелотт 111,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q10848485,Q10848485,http://www.wikidata.org/entity/Q66477135,Q66477135,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q5907041,IM Волка,http://www.wikidata.org/entity/Q85233666,Lupus Complex,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9353888,T Хамелеона,http://www.wikidata.org/entity/Q79116708,Q79116708,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9326953,Q9326953,http://www.wikidata.org/entity/Q1105894,NGC 3687,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9130002,V1400 Центавра,http://www.wikidata.org/entity/Q45059,OB-ассоциация Скорпиона-Центавра,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q6145898,тета² Тельца,http://www.wikidata.org/entity/Q13511,Гиады,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9327046,Q9327046,http://www.wikidata.org/entity/Q1115411,Q1115411,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q5014654,CT Хамелеона,http://www.wikidata.org/entity/Q86073859,NAME Cha I,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9328020,Q9328020,http://www.wikidata.org/entity/Q178583,Q178583,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9327414,Q9327414,http://www.wikidata.org/entity/Q1113370,NGC 4675,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9327511,Q9327511,http://www.wikidata.org/entity/Q1106599,Q1106599,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9327458,Q9327458,http://www.wikidata.org/entity/Q581093,Q581093,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9328263,Q9328263,http://www.wikidata.org/entity/Q1038164,NGC 673,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9327035,Q9327035,http://www.wikidata.org/entity/Q845413,Q845413,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9353888,T Хамелеона,http://www.wikidata.org/entity/Q3627282,скопление Эты Хамелеона,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q5653575,AD Персея,http://www.wikidata.org/entity/Q1327951,Двойное скопление в Персее,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9326650,Q9326650,http://www.wikidata.org/entity/Q933240,Q933240,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9327413,Q9327413,http://www.wikidata.org/entity/Q1113481,NGC 4691,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q10371417,сигма Северной Короны AB,http://www.wikidata.org/entity/Q83619397,сигма Северной Короны,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9327356,Q9327356,http://www.wikidata.org/entity/Q1118626,Q1118626,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q7267833,Q7267833,http://www.wikidata.org/entity/Q13423,Плеяды,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q5890805,HZ Волка,http://www.wikidata.org/entity/Q67856755,Upper Centaurus-Lupus,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9326836,Q9326836,http://www.wikidata.org/entity/Q1043447,Q1043447,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9331951,Q9331951,http://www.wikidata.org/entity/Q1051099,NGC 2815,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q6158291,EM* SR 9,http://www.wikidata.org/entity/Q45059,OB-ассоциация Скорпиона-Центавра,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q5176103,Q5176103,http://www.wikidata.org/entity/Q67622018,Q67622018,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q5176123,W Столовой Горы,http://www.wikidata.org/entity/Q49957,Большое Магелланово Облако,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9327741,Q9327741,http://www.wikidata.org/entity/Q1049921,Q1049921,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q4643101,71 Тельца,http://www.wikidata.org/entity/Q13511,Гиады,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q5097788,V863 Центавра,http://www.wikidata.org/entity/Q67856760,Lower Centaurus-Crux,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q5907041,IM Волка,http://www.wikidata.org/entity/Q45059,OB-ассоциация Скорпиона-Центавра,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q6314825,сигма Волка,http://www.wikidata.org/entity/Q67856755,Upper Centaurus-Lupus,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q5653575,AD Персея,http://www.wikidata.org/entity/Q33571,Q33571,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9327315,Q9327315,http://www.wikidata.org/entity/Q606756,Q606756,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9326787,Q9326787,http://www.wikidata.org/entity/Q1115151,Q1115151,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q5853994,FK Водолея,http://www.wikidata.org/entity/Q15991803,Глизе 867,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q6678160,60 Тельца,http://www.wikidata.org/entity/Q13511,Гиады,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9326783,Q9326783,http://www.wikidata.org/entity/Q495785,NGC 1316,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q6624104,V1094 Скорпиона,http://www.wikidata.org/entity/Q45059,OB-ассоциация Скорпиона-Центавра,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q5176900,V718 Персея,http://www.wikidata.org/entity/Q645964,IC 348,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9326824,Q9326824,http://www.wikidata.org/entity/Q1113981,NGC 4753,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9327921,Q9327921,http://www.wikidata.org/entity/Q1048986,Q1048986,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q6769041,дельта³ Тельца,http://www.wikidata.org/entity/Q13511,Гиады,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q7320805,ро Волка,http://www.wikidata.org/entity/Q67856755,Upper Centaurus-Lupus,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q5715868,BU Персея,http://www.wikidata.org/entity/Q1327951,Двойное скопление в Персее,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9327672,Q9327672,http://www.wikidata.org/entity/Q1147437,Q1147437,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9326356,Q9326356,http://www.wikidata.org/entity/Q493073,NGC 2403,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9327238,Q9327238,http://www.wikidata.org/entity/Q1050540,NGC 2726,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q5178273,ро Тельца,http://www.wikidata.org/entity/Q13511,Гиады,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q5907241,IU Дракона,http://www.wikidata.org/entity/Q1065564,поток Гиад,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q5816225,EQ Тельца,http://www.wikidata.org/entity/Q13423,Плеяды,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q9328027,Q9328027,http://www.wikidata.org/entity/Q1111081,Q1111081,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q6829811,Q6829811,http://www.wikidata.org/entity/Q49957,Большое Магелланово Облако,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q5890674,WW Южной Рыбы,http://www.wikidata.org/entity/Q1014842,Движущаяся группа звёзд Беты Живописца,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q56865457,Z Тукана,http://www.wikidata.org/entity/Q49984,Малое Магелланово Облако,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q66477101,гамма Девы,http://www.wikidata.org/entity/Q10941555,Left Wall of the Supreme Palace Enclosure,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q22086905,NGC 2363-V1,http://www.wikidata.org/entity/Q917931,Q917931,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q10849621,V454 Андромеды,http://www.wikidata.org/entity/Q1065564,поток Гиад,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q16635479,FU Тельца,http://www.wikidata.org/entity/Q89539805,NAME Tau-Aur Complex,http://www.wikidata.org/entity/Q6243,переменная звезда
http://www.wikidata.org/entity/Q12067617,V456 Цефея,http://www.wikidata.org/entity/Q67856736,Q67856736,http://www.wikidata.org/entity/Q6243,переменная звезда
