star,starLabel,constellation
http://www.wikidata.org/entity/Q74712089,Q74712089,http://www.wikidata.org/entity/Q1047949
http://www.wikidata.org/entity/Q74847930,Q74847930,http://www.wikidata.org/entity/Q118793373
http://www.wikidata.org/entity/Q74850748,Q74850748,http://www.wikidata.org/entity/Q1121467
http://www.wikidata.org/entity/Q74850932,Q74850932,http://www.wikidata.org/entity/Q745008
http://www.wikidata.org/entity/Q74737130,Q74737130,http://www.wikidata.org/entity/Q66491492
http://www.wikidata.org/entity/Q74739861,Q74739861,http://www.wikidata.org/entity/Q74739132
http://www.wikidata.org/entity/Q74739963,Q74739963,http://www.wikidata.org/entity/Q74739468
http://www.wikidata.org/entity/Q74751388,Q74751388,http://www.wikidata.org/entity/Q11332
http://www.wikidata.org/entity/Q74751563,Q74751563,http://www.wikidata.org/entity/Q1105527
http://www.wikidata.org/entity/Q74752026,Q74752026,http://www.wikidata.org/entity/Q14275
http://www.wikidata.org/entity/Q74807706,дзета Летучей Рыбы B,http://www.wikidata.org/entity/Q74807322
http://www.wikidata.org/entity/Q74844491,Q74844491,http://www.wikidata.org/entity/Q74845301
http://www.wikidata.org/entity/Q74844543,Q74844543,http://www.wikidata.org/entity/Q4121460
http://www.wikidata.org/entity/Q74845096,Q74845096,http://www.wikidata.org/entity/Q74844514
http://www.wikidata.org/entity/Q74846931,Q74846931,http://www.wikidata.org/entity/Q74844823
http://www.wikidata.org/entity/Q74859697,Q74859697,http://www.wikidata.org/entity/Q10850681
http://www.wikidata.org/entity/Q74861518,Q74861518,http://www.wikidata.org/entity/Q74861234
http://www.wikidata.org/entity/Q74912316,Q74912316,http://www.wikidata.org/entity/Q74911597
http://www.wikidata.org/entity/Q74915369,Q74915369,http://www.wikidata.org/entity/Q74917083
http://www.wikidata.org/entity/Q74898264,Q74898264,http://www.wikidata.org/entity/Q78320377
http://www.wikidata.org/entity/Q74909876,Q74909876,http://www.wikidata.org/entity/Q85248149
http://www.wikidata.org/entity/Q74910495,Q74910495,http://www.wikidata.org/entity/Q74912362
http://www.wikidata.org/entity/Q74869135,Q74869135,http://www.wikidata.org/entity/Q371072
http://www.wikidata.org/entity/Q74869184,Q74869184,http://www.wikidata.org/entity/Q731070
http://www.wikidata.org/entity/Q74869482,Q74869482,http://www.wikidata.org/entity/Q731070
http://www.wikidata.org/entity/Q74869534,Q74869534,http://www.wikidata.org/entity/Q731070
http://www.wikidata.org/entity/Q74869675,Q74869675,http://www.wikidata.org/entity/Q371072
http://www.wikidata.org/entity/Q74869785,Q74869785,http://www.wikidata.org/entity/Q731070
http://www.wikidata.org/entity/Q74869896,Q74869896,http://www.wikidata.org/entity/Q731070
http://www.wikidata.org/entity/Q74869949,Q74869949,http://www.wikidata.org/entity/Q371072
http://www.wikidata.org/entity/Q74870247,Q74870247,http://www.wikidata.org/entity/Q371072
http://www.wikidata.org/entity/Q74871250,Q74871250,http://www.wikidata.org/entity/Q45059
http://www.wikidata.org/entity/Q74871598,Q74871598,http://www.wikidata.org/entity/Q67856755
http://www.wikidata.org/entity/Q74871720,Q74871720,http://www.wikidata.org/entity/Q731070
http://www.wikidata.org/entity/Q74871990,Q74871990,http://www.wikidata.org/entity/Q67856755
http://www.wikidata.org/entity/Q74885851,Q74885851,http://www.wikidata.org/entity/Q14275
http://www.wikidata.org/entity/Q74886238,Q74886238,http://www.wikidata.org/entity/Q14275
http://www.wikidata.org/entity/Q74886303,Q74886303,http://www.wikidata.org/entity/Q14275
http://www.wikidata.org/entity/Q74886327,Q74886327,http://www.wikidata.org/entity/Q14275
http://www.wikidata.org/entity/Q74886351,Q74886351,http://www.wikidata.org/entity/Q14275
http://www.wikidata.org/entity/Q74886551,Q74886551,http://www.wikidata.org/entity/Q14275
http://www.wikidata.org/entity/Q74886763,Q74886763,http://www.wikidata.org/entity/Q14275
http://www.wikidata.org/entity/Q74886888,Q74886888,http://www.wikidata.org/entity/Q14275
http://www.wikidata.org/entity/Q74886924,Q74886924,http://www.wikidata.org/entity/Q14275
http://www.wikidata.org/entity/Q74886963,Q74886963,http://www.wikidata.org/entity/Q14275
http://www.wikidata.org/entity/Q74887002,Q74887002,http://www.wikidata.org/entity/Q14275
http://www.wikidata.org/entity/Q74887113,Q74887113,http://www.wikidata.org/entity/Q14275
http://www.wikidata.org/entity/Q74887388,Q74887388,http://www.wikidata.org/entity/Q14275
http://www.wikidata.org/entity/Q74887474,Q74887474,http://www.wikidata.org/entity/Q14275
http://www.wikidata.org/entity/Q74887599,Q74887599,http://www.wikidata.org/entity/Q14275
http://www.wikidata.org/entity/Q74887641,Q74887641,http://www.wikidata.org/entity/Q14275
http://www.wikidata.org/entity/Q74887667,Q74887667,http://www.wikidata.org/entity/Q14275
http://www.wikidata.org/entity/Q74887718,Q74887718,http://www.wikidata.org/entity/Q14275
http://www.wikidata.org/entity/Q74921177,Q74921177,http://www.wikidata.org/entity/Q12065297
http://www.wikidata.org/entity/Q74931307,Q74931307,http://www.wikidata.org/entity/Q74932384
http://www.wikidata.org/entity/Q74931995,Q74931995,http://www.wikidata.org/entity/Q74932304
http://www.wikidata.org/entity/Q74932271,Q74932271,http://www.wikidata.org/entity/Q74932304
http://www.wikidata.org/entity/Q74932375,Q74932375,http://www.wikidata.org/entity/Q74928911
http://www.wikidata.org/entity/Q74966468,Q74966468,http://www.wikidata.org/entity/Q74966276
http://www.wikidata.org/entity/Q74967143,Q74967143,http://www.wikidata.org/entity/Q1047135
http://www.wikidata.org/entity/Q74968057,Q74968057,http://www.wikidata.org/entity/Q74967739
http://www.wikidata.org/entity/Q74968339,Q74968339,http://www.wikidata.org/entity/Q74966088
http://www.wikidata.org/entity/Q74968490,Q74968490,http://www.wikidata.org/entity/Q83614439
http://www.wikidata.org/entity/Q74968686,Q74968686,http://www.wikidata.org/entity/Q1047135
http://www.wikidata.org/entity/Q74968848,Q74968848,http://www.wikidata.org/entity/Q83614439
http://www.wikidata.org/entity/Q74947410,Q74947410,http://www.wikidata.org/entity/Q49957
http://www.wikidata.org/entity/Q74948607,Q74948607,http://www.wikidata.org/entity/Q23306973
http://www.wikidata.org/entity/Q74948849,Q74948849,http://www.wikidata.org/entity/Q23306973
http://www.wikidata.org/entity/Q74948894,Q74948894,http://www.wikidata.org/entity/Q23306973
http://www.wikidata.org/entity/Q74949001,Q74949001,http://www.wikidata.org/entity/Q1348576
http://www.wikidata.org/entity/Q74969397,Q74969397,http://www.wikidata.org/entity/Q78603975
http://www.wikidata.org/entity/Q74970829,Q74970829,http://www.wikidata.org/entity/Q74972312
http://www.wikidata.org/entity/Q74971130,Q74971130,http://www.wikidata.org/entity/Q74969808
http://www.wikidata.org/entity/Q74973200,Q74973200,http://www.wikidata.org/entity/Q74972584
http://www.wikidata.org/entity/Q74973450,Q74973450,http://www.wikidata.org/entity/Q1116680
http://www.wikidata.org/entity/Q74973670,Q74973670,http://www.wikidata.org/entity/Q1116680
http://www.wikidata.org/entity/Q74973724,Q74973724,http://www.wikidata.org/entity/Q1116680
http://www.wikidata.org/entity/Q74973920,Q74973920,http://www.wikidata.org/entity/Q1116680
http://www.wikidata.org/entity/Q74973925,UCAC2 37901849,http://www.wikidata.org/entity/Q1036396
http://www.wikidata.org/entity/Q74974035,Q74974035,http://www.wikidata.org/entity/Q1116680
http://www.wikidata.org/entity/Q74974220,Q74974220,http://www.wikidata.org/entity/Q13960
http://www.wikidata.org/entity/Q74974785,Q74974785,http://www.wikidata.org/entity/Q1116680
http://www.wikidata.org/entity/Q74974984,Q74974984,http://www.wikidata.org/entity/Q13960
http://www.wikidata.org/entity/Q74975107,Q74975107,http://www.wikidata.org/entity/Q1116680
http://www.wikidata.org/entity/Q74975219,Q74975219,http://www.wikidata.org/entity/Q1116680
http://www.wikidata.org/entity/Q74975262,Q74975262,http://www.wikidata.org/entity/Q1116680
http://www.wikidata.org/entity/Q74975379,Q74975379,http://www.wikidata.org/entity/Q1116680
http://www.wikidata.org/entity/Q74975507,Q74975507,http://www.wikidata.org/entity/Q1116680
http://www.wikidata.org/entity/Q74975666,Q74975666,http://www.wikidata.org/entity/Q13960
http://www.wikidata.org/entity/Q74976308,Q74976308,http://www.wikidata.org/entity/Q1116680
http://www.wikidata.org/entity/Q74976312,Q74976312,http://www.wikidata.org/entity/Q1116680
http://www.wikidata.org/entity/Q74976611,Q74976611,http://www.wikidata.org/entity/Q1116680
http://www.wikidata.org/entity/Q74996751,Q74996751,http://www.wikidata.org/entity/Q74999291
http://www.wikidata.org/entity/Q74997192,Q74997192,http://www.wikidata.org/entity/Q11234
http://www.wikidata.org/entity/Q74997234,Q74997234,http://www.wikidata.org/entity/Q11234
http://www.wikidata.org/entity/Q75047860,Q75047860,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047860,Q75047860,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047861,Q75047861,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047861,Q75047861,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047863,Q75047863,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047863,Q75047863,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047866,Q75047866,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047866,Q75047866,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047868,Q75047868,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047868,Q75047868,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047869,Q75047869,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047869,Q75047869,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047870,Q75047870,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047870,Q75047870,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047871,Q75047871,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047871,Q75047871,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047876,Q75047876,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047876,Q75047876,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047877,Q75047877,http://www.wikidata.org/entity/Q67626395
http://www.wikidata.org/entity/Q75047880,Q75047880,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047880,Q75047880,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047881,Q75047881,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047881,Q75047881,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047882,Q75047882,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047882,Q75047882,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047883,Q75047883,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047883,Q75047883,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047887,Q75047887,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047887,Q75047887,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047889,Q75047889,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047889,Q75047889,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047890,Q75047890,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047890,Q75047890,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047892,Q75047892,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047892,Q75047892,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047893,Q75047893,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047893,Q75047893,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047894,Q75047894,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047894,Q75047894,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047895,Q75047895,http://www.wikidata.org/entity/Q67857083
http://www.wikidata.org/entity/Q75047899,Q75047899,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047899,Q75047899,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047901,Q75047901,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047901,Q75047901,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047902,Q75047902,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047902,Q75047902,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047903,Q75047903,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047903,Q75047903,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047904,Q75047904,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047904,Q75047904,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047906,Q75047906,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047906,Q75047906,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047907,Q75047907,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047907,Q75047907,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047908,Q75047908,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047908,Q75047908,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047912,Q75047912,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047912,Q75047912,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047914,Q75047914,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047914,Q75047914,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047916,Q75047916,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047916,Q75047916,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047917,Q75047917,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047917,Q75047917,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047918,Q75047918,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047918,Q75047918,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047920,Q75047920,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047920,Q75047920,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047923,Q75047923,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047923,Q75047923,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047925,Q75047925,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047925,Q75047925,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047926,Q75047926,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047926,Q75047926,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047928,Q75047928,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047928,Q75047928,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047930,Q75047930,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047930,Q75047930,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047933,Q75047933,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047933,Q75047933,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047934,Q75047934,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047934,Q75047934,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047936,Q75047936,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047936,Q75047936,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047939,Q75047939,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047939,Q75047939,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047940,Q75047940,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047940,Q75047940,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047941,Q75047941,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047941,Q75047941,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047942,Q75047942,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047942,Q75047942,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047943,Q75047943,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047943,Q75047943,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047946,Q75047946,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047946,Q75047946,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047947,Q75047947,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047947,Q75047947,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047948,Q75047948,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047948,Q75047948,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047949,Q75047949,http://www.wikidata.org/entity/Q67857086
http://www.wikidata.org/entity/Q75047953,Q75047953,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047953,Q75047953,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047954,Q75047954,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047954,Q75047954,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047955,Q75047955,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047955,Q75047955,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047960,Q75047960,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047960,Q75047960,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047961,Q75047961,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047961,Q75047961,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047962,Q75047962,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047962,Q75047962,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047964,Q75047964,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047964,Q75047964,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047966,Q75047966,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047966,Q75047966,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047970,Q75047970,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047970,Q75047970,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047971,Q75047971,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047971,Q75047971,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047972,Q75047972,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047972,Q75047972,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047976,Q75047976,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047976,Q75047976,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047978,Q75047978,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047978,Q75047978,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047986,Q75047986,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047986,Q75047986,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047988,Q75047988,http://www.wikidata.org/entity/Q67857086
http://www.wikidata.org/entity/Q75047989,Q75047989,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047989,Q75047989,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047990,Q75047990,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047990,Q75047990,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047992,Q75047992,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047992,Q75047992,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047993,Q75047993,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047993,Q75047993,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047996,Q75047996,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047996,Q75047996,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75047999,Q75047999,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75047999,Q75047999,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75048001,Q75048001,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75048001,Q75048001,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75048002,Q75048002,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75048002,Q75048002,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75048003,Q75048003,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75048003,Q75048003,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75048005,Q75048005,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75048005,Q75048005,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75048006,Q75048006,http://www.wikidata.org/entity/Q66493223
http://www.wikidata.org/entity/Q75048007,Q75048007,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75048007,Q75048007,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75048009,Q75048009,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75048009,Q75048009,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75048011,Q75048011,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75048011,Q75048011,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75048013,Q75048013,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75048013,Q75048013,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75048014,Q75048014,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75048014,Q75048014,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75048018,Q75048018,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75048018,Q75048018,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75048019,Q75048019,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75048019,Q75048019,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75048020,Q75048020,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75048020,Q75048020,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75048022,Q75048022,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75048022,Q75048022,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75048023,Q75048023,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75048023,Q75048023,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75048027,Q75048027,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75048027,Q75048027,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75048029,Q75048029,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75048029,Q75048029,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75048032,Q75048032,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75048032,Q75048032,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75048033,Q75048033,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75048033,Q75048033,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75048034,Q75048034,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75048034,Q75048034,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75048035,Q75048035,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75048035,Q75048035,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75048036,Q75048036,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75048036,Q75048036,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75048038,Q75048038,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75048038,Q75048038,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75048039,Q75048039,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75048039,Q75048039,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75048040,Q75048040,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75048040,Q75048040,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75048041,Q75048041,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75048041,Q75048041,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75048044,Q75048044,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75048044,Q75048044,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75048047,Q75048047,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75048047,Q75048047,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75048051,Q75048051,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75048051,Q75048051,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75048052,Q75048052,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75048052,Q75048052,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75048053,Q75048053,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75048053,Q75048053,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75048054,Q75048054,http://www.wikidata.org/entity/Q67857086
http://www.wikidata.org/entity/Q75048057,Q75048057,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75048057,Q75048057,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75048058,Q75048058,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75048058,Q75048058,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75048059,Q75048059,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75048059,Q75048059,http://www.wikidata.org/entity/Q1327951
http://www.wikidata.org/entity/Q75048061,Q75048061,http://www.wikidata.org/entity/Q482454
