star,starLabel,constellation
http://www.wikidata.org/entity/Q75278537,Q75278537,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75278561,Q75278561,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75278578,Q75278578,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75278592,Q75278592,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75278608,Q75278608,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75278673,Q75278673,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75278687,Q75278687,http://www.wikidata.org/entity/Q49984
http://www.wikidata.org/entity/Q75278690,Q75278690,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75278719,Q75278719,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75278731,Q75278731,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75278734,Q75278734,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75278755,Q75278755,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75278825,Q75278825,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75278871,Q75278871,http://www.wikidata.org/entity/Q49984
http://www.wikidata.org/entity/Q75278874,Q75278874,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75278885,Q75278885,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75278892,Q75278892,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75278904,Q75278904,http://www.wikidata.org/entity/Q67856760
http://www.wikidata.org/entity/Q75278935,Q75278935,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75279009,Q75279009,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75279082,Q75279082,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75279085,Q75279085,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75279184,Q75279184,http://www.wikidata.org/entity/Q49984
http://www.wikidata.org/entity/Q75279323,Q75279323,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75279368,Q75279368,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75279397,Q75279397,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75279418,Q75279418,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75279450,Q75279450,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75279457,Q75279457,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75279460,Q75279460,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75279467,Q75279467,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75279474,Q75279474,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75279485,Q75279485,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75279521,Q75279521,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75279539,Q75279539,http://www.wikidata.org/entity/Q49984
http://www.wikidata.org/entity/Q75279548,Q75279548,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75279555,Q75279555,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75279585,Q75279585,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75279617,Q75279617,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75279644,Q75279644,http://www.wikidata.org/entity/Q49984
http://www.wikidata.org/entity/Q75279689,Q75279689,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75279692,Q75279692,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75279729,Q75279729,http://www.wikidata.org/entity/Q49984
http://www.wikidata.org/entity/Q75279751,Q75279751,http://www.wikidata.org/entity/Q14276
http://www.wikidata.org/entity/Q75419189,Q75419189,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419192,Q75419192,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419196,Q75419196,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75419203,Q75419203,http://www.wikidata.org/entity/Q1047630
http://www.wikidata.org/entity/Q75419210,Q75419210,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419214,Q75419214,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75419217,Q75419217,http://www.wikidata.org/entity/Q1047630
http://www.wikidata.org/entity/Q75419221,Q75419221,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75419225,Q75419225,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75419228,Q75419228,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419231,Q75419231,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419235,Q75419235,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419238,Q75419238,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75419261,Q75419261,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419267,Q75419267,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419275,Q75419275,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419278,Q75419278,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419283,Q75419283,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419286,Q75419286,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75419294,Q75419294,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419298,Q75419298,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75419301,Q75419301,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419305,Q75419305,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419308,Q75419308,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419330,Q75419330,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419334,Q75419334,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75419337,Q75419337,http://www.wikidata.org/entity/Q1045930
http://www.wikidata.org/entity/Q75419340,Q75419340,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75419347,Q75419347,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419351,Q75419351,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419354,Q75419354,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75419357,Q75419357,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75419364,Q75419364,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419368,Q75419368,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419392,Q75419392,http://www.wikidata.org/entity/Q1047630
http://www.wikidata.org/entity/Q75419395,Q75419395,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75419398,Q75419398,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419402,Q75419402,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419404,Q75419404,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419407,Q75419407,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419410,Q75419410,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419412,Q75419412,http://www.wikidata.org/entity/Q13942
http://www.wikidata.org/entity/Q75419414,Q75419414,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419418,Q75419418,http://www.wikidata.org/entity/Q13942
http://www.wikidata.org/entity/Q75419425,Q75419425,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419431,Q75419431,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75419441,Q75419441,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419443,Q75419443,http://www.wikidata.org/entity/Q13942
http://www.wikidata.org/entity/Q75419446,Q75419446,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419450,Q75419450,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419455,Q75419455,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419459,Q75419459,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419462,Q75419462,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419473,Q75419473,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75419489,Q75419489,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419492,Q75419492,http://www.wikidata.org/entity/Q1045930
http://www.wikidata.org/entity/Q75419502,Q75419502,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419506,Q75419506,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419508,Q75419508,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75419515,Q75419515,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419533,Q75419533,http://www.wikidata.org/entity/Q13942
http://www.wikidata.org/entity/Q75419542,Q75419542,http://www.wikidata.org/entity/Q33571
http://www.wikidata.org/entity/Q75419545,Q75419545,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419547,Q75419547,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419551,Q75419551,http://www.wikidata.org/entity/Q1045930
http://www.wikidata.org/entity/Q75419571,Q75419571,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419575,Q75419575,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419578,Q75419578,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419582,Q75419582,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75419587,Q75419587,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419593,Q75419593,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75419598,Q75419598,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419605,Q75419605,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419613,Q75419613,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419617,Q75419617,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419619,Q75419619,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75419630,Q75419630,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419633,Q75419633,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419636,Q75419636,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419641,Q75419641,http://www.wikidata.org/entity/Q16610532
http://www.wikidata.org/entity/Q75419647,Q75419647,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75419652,Q75419652,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75419657,Q75419657,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75419661,Q75419661,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419666,Q75419666,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419669,Q75419669,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419672,Q75419672,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419675,Q75419675,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419678,Q75419678,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75419681,Q75419681,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419694,Q75419694,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419704,Q75419704,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419708,Q75419708,http://www.wikidata.org/entity/Q13942
http://www.wikidata.org/entity/Q75419711,Q75419711,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419715,Q75419715,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75419718,Q75419718,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419722,Q75419722,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419729,Q75419729,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75419737,Q75419737,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419744,Q75419744,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75419747,Q75419747,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75419751,Q75419751,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75419754,Q75419754,http://www.wikidata.org/entity/Q13942
http://www.wikidata.org/entity/Q75419758,Q75419758,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419763,Q75419763,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419774,Q75419774,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75419779,Q75419779,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75419792,Q75419792,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419795,Q75419795,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75419798,Q75419798,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419802,Q75419802,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419805,Q75419805,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419808,Q75419808,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419811,Q75419811,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75419818,Q75419818,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419821,Q75419821,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419831,Q75419831,http://www.wikidata.org/entity/Q13942
http://www.wikidata.org/entity/Q75419834,Q75419834,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75419837,Q75419837,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419840,Q75419840,http://www.wikidata.org/entity/Q1045930
http://www.wikidata.org/entity/Q75419844,Q75419844,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419851,Q75419851,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419854,Q75419854,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419858,Q75419858,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419862,Q75419862,http://www.wikidata.org/entity/Q16610532
http://www.wikidata.org/entity/Q75419865,Q75419865,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75419872,Q75419872,http://www.wikidata.org/entity/Q1045930
http://www.wikidata.org/entity/Q75419875,Q75419875,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419878,Q75419878,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75419887,Q75419887,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75419892,Q75419892,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419906,Q75419906,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419912,Q75419912,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419915,Q75419915,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419922,Q75419922,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419929,Q75419929,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75419932,Q75419932,http://www.wikidata.org/entity/Q13942
http://www.wikidata.org/entity/Q75419935,Q75419935,http://www.wikidata.org/entity/Q33571
http://www.wikidata.org/entity/Q75419939,Q75419939,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75419942,Q75419942,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419948,Q75419948,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419951,Q75419951,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419957,Q75419957,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75419961,Q75419961,http://www.wikidata.org/entity/Q16610532
http://www.wikidata.org/entity/Q75419967,Q75419967,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75419971,Q75419971,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419974,Q75419974,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419985,Q75419985,http://www.wikidata.org/entity/Q13942
http://www.wikidata.org/entity/Q75419989,Q75419989,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419992,Q75419992,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419996,Q75419996,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75419999,Q75419999,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420011,Q75420011,http://www.wikidata.org/entity/Q1045930
http://www.wikidata.org/entity/Q75420019,Q75420019,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75420027,Q75420027,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75420032,Q75420032,http://www.wikidata.org/entity/Q1047630
http://www.wikidata.org/entity/Q75420042,Q75420042,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75420045,Q75420045,http://www.wikidata.org/entity/Q13942
http://www.wikidata.org/entity/Q75420048,Q75420048,http://www.wikidata.org/entity/Q1045930
http://www.wikidata.org/entity/Q75420053,Q75420053,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420056,Q75420056,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420059,Q75420059,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75420105,Q75420105,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420108,Q75420108,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420113,Q75420113,http://www.wikidata.org/entity/Q33571
http://www.wikidata.org/entity/Q75420124,Q75420124,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75420127,Q75420127,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420132,Q75420132,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75420138,Q75420138,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420175,Q75420175,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420177,Q75420177,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420180,Q75420180,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75420184,Q75420184,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420212,Q75420212,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75420221,Q75420221,http://www.wikidata.org/entity/Q1047630
http://www.wikidata.org/entity/Q75420226,Q75420226,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75420231,Q75420231,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420235,Q75420235,http://www.wikidata.org/entity/Q1045930
http://www.wikidata.org/entity/Q75420240,Q75420240,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75420256,Q75420256,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75420259,Q75420259,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420263,Q75420263,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420266,Q75420266,http://www.wikidata.org/entity/Q13942
http://www.wikidata.org/entity/Q75420269,Q75420269,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75420322,Q75420322,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420326,Q75420326,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420331,Q75420331,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420336,Q75420336,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75420340,Q75420340,http://www.wikidata.org/entity/Q13942
http://www.wikidata.org/entity/Q75420347,Q75420347,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75420387,Q75420387,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420425,Q75420425,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420430,Q75420430,http://www.wikidata.org/entity/Q16610532
http://www.wikidata.org/entity/Q75420436,Q75420436,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420439,Q75420439,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420442,Q75420442,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75420446,Q75420446,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75420452,Q75420452,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420453,Q75420453,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75420454,Q75420454,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420462,Q75420462,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420466,Q75420466,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420469,Q75420469,http://www.wikidata.org/entity/Q16610532
http://www.wikidata.org/entity/Q75420472,Q75420472,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75420475,Q75420475,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420483,Q75420483,http://www.wikidata.org/entity/Q16610532
http://www.wikidata.org/entity/Q75420496,Q75420496,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420502,Q75420502,http://www.wikidata.org/entity/Q16610532
http://www.wikidata.org/entity/Q75420505,Q75420505,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420509,Q75420509,http://www.wikidata.org/entity/Q13942
http://www.wikidata.org/entity/Q75420513,Q75420513,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420528,Q75420528,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420533,Q75420533,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420537,Q75420537,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420544,Q75420544,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420547,Q75420547,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420551,Q75420551,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75420556,Q75420556,http://www.wikidata.org/entity/Q13942
http://www.wikidata.org/entity/Q75420563,Q75420563,http://www.wikidata.org/entity/Q1047630
http://www.wikidata.org/entity/Q75420567,Q75420567,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75420571,Q75420571,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75420575,Q75420575,http://www.wikidata.org/entity/Q16610532
http://www.wikidata.org/entity/Q75420586,Q75420586,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75420592,Q75420592,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420598,Q75420598,http://www.wikidata.org/entity/Q16610532
http://www.wikidata.org/entity/Q75420601,Q75420601,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75420611,Q75420611,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420614,Q75420614,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420617,Q75420617,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420621,Q75420621,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420624,Q75420624,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420628,Q75420628,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75420631,Q75420631,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75420640,Q75420640,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420652,Q75420652,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75420657,Q75420657,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75420665,Q75420665,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75420668,Q75420668,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420676,Q75420676,http://www.wikidata.org/entity/Q1045930
http://www.wikidata.org/entity/Q75420684,Q75420684,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420690,Q75420690,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420693,Q75420693,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75420696,Q75420696,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75420700,Q75420700,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420703,Q75420703,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75420706,Q75420706,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420716,Q75420716,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420719,Q75420719,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75420729,Q75420729,http://www.wikidata.org/entity/Q13942
http://www.wikidata.org/entity/Q75420735,Q75420735,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420745,Q75420745,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420748,Q75420748,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420753,Q75420753,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420758,Q75420758,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420764,Q75420764,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420768,Q75420768,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75420772,Q75420772,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420777,Q75420777,http://www.wikidata.org/entity/Q13942
http://www.wikidata.org/entity/Q75420782,Q75420782,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75420788,Q75420788,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75420791,Q75420791,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420798,Q75420798,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420801,Q75420801,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420805,Q75420805,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75420815,Q75420815,http://www.wikidata.org/entity/Q818603
